,location,,address,adname,cityname,id,importance,name,pname,tel,type,typecode,X,Y
233,"119.240629,34.288841",,人民西路1号(县政府向北100米),灌云县,连云港市,B020601ZME,[],灌云影剧院数码影城(人民西路店),江苏省,0518-88225566,体育休闲服务;影剧院;电影院,80601,119.240629,34.288841
234,"87.555589,43.816624",,北晟文创广场3层,沙依巴克区,乌鲁木齐市,B0FFIUK6VV,[],美亚影城(北晟文创广场店),新疆维吾尔自治区,0991-5355111,体育休闲服务;影剧院;电影院,80601,87.555589,43.816624
235,"115.962341,39.726931",,岗南路3号,房山区,北京市,B000A087D5,[],燕山影剧院(燕东路),北京市,010-69330001,体育休闲服务;影剧院;电影院,80601,115.962341,39.726931
236,"123.920708,47.321628",,新立街恒大翡翠华庭13号楼3层,龙沙区,齐齐哈尔市,B0FFHF6TXI,[],恒大影城(齐齐哈尔翡翠华庭店),黑龙江省,0452-8639000,体育休闲服务;影剧院;电影院,80601,123.920708,47.321628
237,"115.867594,28.692926",,红谷滩新区红谷中大道1706号世茂广场六层,东湖区,南昌市,B0FFI301CK,[],万达影城(世茂店),江西省,0791-86311112;0791-83892295,体育休闲服务;影剧院;电影院,80601,115.867594,28.692926
238,"113.806560,27.879787",,吴楚花都60栋3层,上栗县,萍乡市,B0FFGKXSSB,[],星河国际影城,江西省,0799-3667066;0799-3667166,体育休闲服务;影剧院;电影院,80601,113.80656,27.879787
239,"120.660944,28.009958",,人民中路32号影都大楼1-6层,鹿城区,温州市,B024100E5X,[],新中国影都(人民中路店),浙江省,0577-88258901;0577-88258841,体育休闲服务;影剧院;电影院,80601,120.660944,28.009958
240,"117.257805,31.853524",,长江西路187号之心城7F层7F-12,蜀山区,合肥市,B022718OWF,[],天空之城(之心城),安徽省,0551-65189388;18355128927;18356962952,体育休闲服务;娱乐场所;游戏厅,80305,117.257805,31.853524
241,"120.559328,31.886793",,一干河西路锦绣邻里坊2幢,张家港市,苏州市,B0FFGZG9PS,[],巨星沙洲湖影城,江苏省,0512-58989218,体育休闲服务;影剧院;电影院,80601,120.559328,31.886793
242,"121.508586,31.273648",,控江路2066号旭辉MALL1号楼4层,杨浦区,上海市,B0FFHF1UJD,[],世纪虹旭影城(控江旭辉MALL店),上海市,021-65199261;021-55085950,体育休闲服务;影剧院;电影院,80601,121.508586,31.273648
243,"119.258013,34.298009",,胜利中路206号金事达购物中心1层,灌云县,连云港市,B0FFG9BAWH,[],时代影城(灌云店),江苏省,0518-88811585,体育休闲服务;影剧院;电影院,80601,119.258013,34.298009
244,"110.924655,21.650044",,光华南路189号远光大厦1-2层,茂南区,茂名市,B0FFGDJJ9X,[],中影凤凰影城(人民广场店),广东省,0668-3382666;0668-3382388,体育休闲服务;影剧院;电影院,80601,110.924655,21.650044
245,"109.114764,21.470918",,北部湾广场东侧和安商都3层,海城区,北海市,B030B00ON1,[],大地影院(和安商都店),广西壮族自治区,0779-3993928,体育休闲服务;影剧院;电影院,80601,109.114764,21.470918
246,"114.375348,22.736586",,光祖北路与吉康路交汇处,坪山区,深圳市,B02F30A1ZO,[],坑梓影剧院,广东省,0755-84135568,体育休闲服务;影剧院;电影院,80601,114.375348,22.736586
247,"111.607793,40.831739",,成吉思汗西街万达广场4层,回民区,呼和浩特市,B0FFIT512C,[],万达影城(回民区万达广场店),内蒙古自治区,0471-6281555,体育休闲服务;影剧院;电影院,80601,111.607793,40.831739
248,"120.925798,30.829097",,人民大道嘉善县文化艺术中心内,嘉善县,嘉兴市,B023D03X49,[],孙道临影城(文化艺术店),浙江省,0573-84022526;0573-84212038,体育休闲服务;影剧院;电影院,80601,120.925798,30.829097
249,"112.562463,37.820329",,长治路奥林花园巴黎座18层2101,小店区,太原市,B0FFGZEB2G,[],乐影私人影院,山西省,15513086766,体育休闲服务;影剧院;电影院,80601,112.562463,37.820329
250,"109.114466,21.473563",,北部湾广场和安商港5层,海城区,北海市,B0FFG65JFL,[],大地影院(和安商港店),广西壮族自治区,0779-3998605;0779-3998615,体育休闲服务;影剧院;电影院,80601,109.114466,21.473563
251,"118.355172,35.016944",,沂州路318号麦德龙3层,罗庄区,临沂市,B021B0Z3XO,[],大华时代国际影城(沂河路店),山东省,0539-7100868,体育休闲服务;影剧院;电影院,80601,118.355172,35.016944
252,"122.103852,37.523573",,高区古寨东路威高花园235号威高时光城主楼区L-208,环翠区,威海市,B0FFH7FAP8,[],时光新世纪影城,山东省,0631-5893966,体育休闲服务;影剧院;电影院,80601,122.103852,37.523573
253,"119.968169,30.534756",,武康镇永安街158号正翔商业广场3层,德清县,湖州市,B023C0P0F0,[],银都电影院(正翔商业广场店),浙江省,0572-8078561;0572-8078566,体育休闲服务;影剧院;电影院,80601,119.968169,30.534756
254,"112.862276,28.199112",,枫林三路1099号步步高梅溪新天地购物中心D区L3层,岳麓区,长沙市,B0FFH5OCJ8,[],万达影城(梅溪湖步步高店),湖南省,0731-88279688,体育休闲服务;影剧院;电影院,80601,112.862276,28.199112
255,"113.804917,22.802202",,长东路120号长安中心影剧院,东莞市,东莞市,B03017WJIM,[],长安影剧院(长中路),广东省,0769-85531562;0769-85532949,体育休闲服务;影剧院;电影院,80601,113.804917,22.802202
256,"122.085394,46.076937",,乌兰东街财富时代广场4层,乌兰浩特市,兴安盟,B0FFHP6D3P,[],零点年华国际影城,内蒙古自治区,0482-8525577,体育休闲服务;影剧院;电影院,80601,122.085394,46.076937
257,"112.553637,37.832642",,平阳路40号美特好超市4层,小店区,太原市,B015F0I7BE,[],星美电影城(平阳店),山西省,0351-5627202;0351-5627222;0351-5627200,体育休闲服务;影剧院;电影院,80601,112.553637,37.832642
258,"125.118155,46.594589",,经六街24号毅腾商都购物中心F4层,萨尔图区,大庆市,B0FFGI0C3F,[],生升影院(毅腾商都购物中心),黑龙江省,0459-6150111;0459-6364444,体育休闲服务;影剧院;电影院,80601,125.118155,46.594589
259,"119.302704,26.101174",,华林路155号新华兴联合广场26层,鼓楼区,福州市,B0FFFSXU6R,[],夏尔电影馆(华林路店),福建省,[],体育休闲服务;影剧院;电影院,80601,119.302704,26.101174
260,"111.689893,40.825885",,鼓楼立交桥东南角,新城区,呼和浩特市,B01D703EE9,[],环球数字影院(鼓楼店),内蒙古自治区,0471-6202706;0471-6956181,体育休闲服务;影剧院;电影院,80601,111.689893,40.825885
261,"116.480777,39.957975",,亮马桥路21号,朝阳区,北京市,B000A7HHMO,[],枫花园汽车影院(亮马桥路店),北京市,[],体育休闲服务;影剧院;电影院,80601,116.480777,39.957975
262,"119.805091,31.342277",,氿滨南路126号现代生活广场3层,宜兴市,无锡市,B01FE0JQWN,[],晨兴数字影院(现代店),江苏省,0510-81709955;0510-81709966,体育休闲服务;影剧院;电影院,80601,119.805091,31.342277
263,"121.427784,28.645022",,东海大道455号,椒江区,台州市,B02400TFV8,[],大地影院(台州椒江欧尚商业中心店),浙江省,0576-88702007;0576-88702207,体育休闲服务;影剧院;电影院,80601,121.427784,28.645022
264,"119.920658,32.496641",,东进东路22号金鹰天地商务楼G2区3层,海陵区,泰州市,B020B027MC,[],横店电影城(金鹰店),江苏省,0523-86239000;0523-86237575,体育休闲服务;影剧院;电影院,80601,119.920658,32.496641
265,"117.288510,31.867502",,古井百花大厦A座2902室,庐阳区,合肥市,B0FFIIFUFY,[],萤石私人影院(梦幻店),安徽省,18010877728;17756595987,体育休闲服务;影剧院;电影院,80601,117.28851,31.867502
266,"120.915610,30.840241",,魏塘街道中山西路320号,嘉善县,嘉兴市,B023D02TEO,[],嘉善影剧院,浙江省,0573-84022472,体育休闲服务;影剧院;电影院,80601,120.91561,30.840241
267,"120.924434,31.737433",,江南大道95号滨江新城邻里中心4层,常熟市,苏州市,B0FFGDCBQ2,[],上影星海影城(常熟滨江店),江苏省,0512-52505800;0512-52706866,体育休闲服务;影剧院;电影院,80601,120.924434,31.737433
268,"112.568882,37.802928",,体育路西50米,小店区,太原市,B0FFHPOJNC,[],家庭影院,山西省,[],体育休闲服务;影剧院;电影院,80601,112.568882,37.802928
269,"119.09641,33.615437",,湖滨路12号银座新天地商业广场2层,清江浦区,淮安市,B02050TD46,[],欢乐小马电影城(新天地商业广场店),江苏省,0517-83571321;0517-83571899,体育休闲服务;影剧院;电影院,80601,119.09641,33.615437
270,"122.752778,40.855002",,中街北路万和城6层,海城市,鞍山市,B019C01YS6,[],万和国际影城(万和城店),辽宁省,0412-3385858,体育休闲服务;影剧院;电影院,80601,122.752778,40.855002
271,"121.501623,30.988044",,金汇镇中心路10号,奉贤区,上海市,B00156LI8X,[],金汇镇影剧院,上海市,021-57486105,体育休闲服务;影剧院;影剧院相关,80600,121.501623,30.988044
272,"113.556592,22.281095",,兴业路391号丹田城市广场5层,香洲区,珠海市,B0FFF0FMKA,[],星河国际电影城(城市广场店),广东省,0756-2114111;4008804122,体育休闲服务;影剧院;电影院,80601,113.556592,22.281095
273,"100.231184,26.880252",,民主路191号红太阳商业广场1-5层,古城区,丽江市,B0378003IY,[],丽江电影城(红太阳商业广场店),云南省,0888-5186151,体育休闲服务;影剧院;电影院,80601,100.231184,26.880252
274,"117.211391,31.775308",,经开区丹霞路与宝纶路交口国耀星达城4层,蜀山区,合肥市,B0FFHW6OFB,[],金逸影城(星达城店),安徽省,0551-65316166,体育休闲服务;影剧院;电影院,80601,117.211391,31.775308
275,"113.778055,23.032146",,东城中心世博广场G区3层(近东城中路口),东莞市,东莞市,B03017U8XU,[],中影火山湖影城(世博广场店),广东省,0769-23016666;0769-89778348,体育休闲服务;影剧院;电影院,80601,113.778055,23.032146
276,"120.767141,31.668395",,泰山北路世茂世纪中心搜秀活力城2号楼3-4层,常熟市,苏州市,B02000JI73,[],卢米埃影城(世茂世纪中心店),江苏省,0512-52030218;0512-52030215;4006010618,体育休闲服务;影剧院;电影院,80601,120.767141,31.668395
277,"115.856316,28.686633",,红谷中大道998号绿地缤纷城右里F3层-F4层,东湖区,南昌市,B0FFHLJXWU,[],金逸MX4D影城(绿地中心店),江西省,0791-83905588,体育休闲服务;影剧院;电影院,80601,115.856316,28.686633
278,"106.724026,26.563107",,市南路42号逸天城5层,南明区,贵阳市,B0FFG6KV6G,[],保利国际影城(贵阳逸天城店),贵州省,0851-85516350,体育休闲服务;影剧院;电影院,80601,106.724026,26.563107
279,"110.920455,21.663066",,河东油城五路10号大院,茂南区,茂名市,B029C02XNE,[],金逸国际电影城(油城五路店),广东省,0668-3330019;0668-3330031,体育休闲服务;影剧院;电影院,80601,110.920455,21.663066
280,"114.937759,27.799210",,胜利南路中国邮政储蓄银行北行50米(原茉莉花影院),渝水区,新余市,B0FFHVPK9G,[],星美国际影商城(新余店),江西省,0790-6236868,购物服务;购物相关场所;购物相关场所,60000,114.937759,27.79921
281,"129.490402,42.905612",,梨花路5号依斯特休闲娱乐广场4层,延吉市,延边朝鲜族自治州,B05990MCFI,[],依斯特影城,吉林省,0433-2755111;0433-4317618,体育休闲服务;影剧院;电影院,80601,129.490402,42.905612
282,"111.794335,38.066193",,人保公司旁,娄烦县,太原市,B015F00035,[],人民影剧院(南大街),山西省,[],体育休闲服务;影剧院;电影院,80601,111.794335,38.066193
283,"117.214252,39.076816",,黑牛城道125号新业广场F3层B310、F4层B401,河西区,天津市,B00161C3BP,[],耀莱成龙国际影城(友谊店),天津市,022-83885183;022-88312828,体育休闲服务;影剧院;电影院,80601,117.214252,39.076816
284,"121.454377,30.915751",,南桥路333号,奉贤区,上海市,B0015517BS,[],南桥电影院(南桥路店),上海市,021-57412136;021-57412102,体育休闲服务;影剧院;电影院,80601,121.454377,30.915751
285,"120.754523,31.671149",,海虞北路39号裕坤美城广场3层,常熟市,苏州市,B0FFFSV3S6,[],天幕国际影城,江苏省,0512-52030997;0512-52030995,体育休闲服务;影剧院;电影院,80601,120.754523,31.671149
286,"119.301191,26.085723",,鼓楼东街3号,鼓楼区,福州市,B024F04ABB,[],海峡影城(信息广场店),福建省,0591-87522182,体育休闲服务;影剧院;电影院,80601,119.301191,26.085723
287,"115.904358,28.692847",,青山南路118号蓝海购物广场3层,东湖区,南昌市,B0FFHH8D7Q,[],天幕影城(蓝海店),江西省,0791-88616060,体育休闲服务;影剧院;电影院,80601,115.904358,28.692847
288,"117.162911,31.725376",,上派镇金寨南路与青年北路交叉口万派城三楼,肥西县,合肥市,B0FFIW5PNT,[],中影·国际影城(万派城店),安徽省,0551-63806208;0551-63806218,体育休闲服务;影剧院;电影院,80601,117.162911,31.725376
289,"114.298807,30.596645",,京汉大道1001号,江岸区,武汉市,B0FFF67V9X,[],中南剧场1001天河影院(京汉大道店),湖北省,027-82835366;027-82842366,体育休闲服务;影剧院;电影院,80601,114.298807,30.596645
290,"120.595963,31.340033",,城北东路1188号江星商业广场5号楼3层,姑苏区,苏州市,B0FFG8XQZA,[],华夏国际影城(江星广场店),江苏省,0512-67534735;0512-67737778,体育休闲服务;影剧院;电影院,80601,120.595963,31.340033
291,"120.266971,31.906153",,人民中路170号红星娱乐广场3层,江阴市,无锡市,B01FE0ICPB,[],世纪红星影城(红星广场店),江苏省,0510-86892130,体育休闲服务;影剧院;电影院,80601,120.266971,31.906153
292,"120.415722,36.304931",,正阳路136号家佳源购物中心3层,城阳区,青岛市,B021409QWL,[],艺佳电影城(正阳路店),山东省,0532-87737700,体育休闲服务;影剧院;电影院,80601,120.415722,36.304931
293,"110.917919,21.664367",,油城四路263号汇丰广场3层,茂南区,茂名市,B0FFHED8T9,[],环球国际影城,广东省,0668-3911999,体育休闲服务;影剧院;电影院,80601,110.917919,21.664367
294,"117.859552,36.496230",,大街9号第五季玩库商业中心5层,博山区,淄博市,B0FFGAQ84L,[],博山齐纳国际影城,山东省,0533-4120778;0533-4120779,体育休闲服务;影剧院;电影院,80601,117.859552,36.49623
295,"120.660848,28.01253",,五马街11号,鹿城区,温州市,B02410WVRB,[],大众电影院(五马街店),浙江省,0577-88683371;0577-88683372,体育休闲服务;影剧院;电影院,80601,120.660848,28.01253
296,"120.671048,28.019756",,江滨西路355号欧洲城4层,鹿城区,温州市,B024104RQU,[],新时代电影大世界(欧洲城店),浙江省,0577-88869115;0577-88869102;0577-88869002,体育休闲服务;影剧院;电影院,80601,120.671048,28.019756
297,"110.296394,25.279393",,中山中路36号,秀峰区,桂林市,B030506UJ6,[],桂林电影院(中山中路店),广西壮族自治区,0773-2825507;0773-2100556,体育休闲服务;影剧院;电影院,80601,110.296394,25.279393
298,"104.092752,30.642987",,天紫界商业大厦25A层,锦江区,成都市,B0FFFRYVNK,[],涂涂私人影院,四川省,18080127590,体育休闲服务;影剧院;电影院,80601,104.092752,30.642987
299,"108.323611,22.814595",,青云街18号悦荟广场B座3层,兴宁区,南宁市,B030302HHE,[],万达影城(南宁悦荟广场店),广西壮族自治区,0771-2617770;4000806060,体育休闲服务;影剧院;电影院,80601,108.323611,22.814595
300,"113.082207,22.567575",,江会路人人乐商场首层,蓬江区,江门市,B0FFH0HESG,[],派的影城(江门店),广东省,0750-3535988;18923072203,体育休闲服务;影剧院;电影院,80601,113.082207,22.567575
301,"120.515442,30.903267",,塔影路36号新乐城3层,吴江区,苏州市,B0FFIKF2RC,[],幸福蓝海国际影城(震泽店),江苏省,0512-63800799;18340860720,体育休闲服务;影剧院;电影院,80601,120.515442,30.903267
302,"118.598920,24.900980",,美食街中段(湖美之星附近),丰泽区,泉州市,B0FFG6B63F,[],e+咖啡·私人影院(美食街店),福建省,0595-22521188,体育休闲服务;影剧院;电影院,80601,118.59892,24.90098
303,"121.400018,31.131046",,沪闵路7250号南方二区9层,闵行区,上海市,B001544BA0,[],世纪友谊影城(沪闵路店),上海市,021-64120804;021-64120260,体育休闲服务;影剧院;电影院,80601,121.400018,31.131046
304,"120.579872,30.006503",,解放北路211号汇金购物中心地下一层1011铺位,越城区,绍兴市,B0FFH4QVT7,[],汇金缪斯影城(八佰伴店),浙江省,0575-89199566,体育休闲服务;影剧院;电影院,80601,120.579872,30.006503
305,"113.286458,40.093939",,清远西街华林新天地4层,平城区,大同市,B01600MK2A,[],万达影城(华林新天地店),山西省,0352-7944555;4000806060;4001610352,体育休闲服务;影剧院;电影院,80601,113.286458,40.093939
306,"119.438123,32.395231",,文昌中路492号珍园内,广陵区,扬州市,B0FFFDC5Q6,[],艾米·1895电影吧(珍园店),江苏省,0514-87319850,体育休闲服务;影剧院;电影院,80601,119.438123,32.395231
307,"120.322954,36.319902",,裕园七路棘洪滩青大社区中心2层,城阳区,青岛市,B0FFFS36QW,[],棘洪滩影城,山东省,0532-58759988;0532-58759998,体育休闲服务;影剧院;电影院,80601,120.322954,36.319902
308,"121.374705,31.18164",,金汇路528号虹桥古玩城5层,闵行区,上海市,B00156O408,[],上海左岸影城(金汇店),上海市,021-54860799,体育休闲服务;影剧院;电影院,80601,121.374705,31.18164
309,"113.088837,22.608943",,育德建德街24号,蓬江区,江门市,B0FFHE40O5,[],夜幕方舟私人电影院,广东省,13760533243,体育休闲服务;影剧院;电影院,80601,113.088837,22.608943
310,"121.479425,31.225971",,淮海中路8号兰生大厦5层,黄浦区,上海市,B0FFFA088X,[],萌生典尚影院,上海市,021-63190618;021-63343300,体育休闲服务;影剧院;电影院,80601,121.479425,31.225971
311,"116.684542,39.536709",,广阳道与裕华路交口万向城商场4层,广阳区,廊坊市,B0FFGJV7KK,[],华谊兄弟影院(廊坊万向城店),河北省,0316-5909588,体育休闲服务;影剧院;电影院,80601,116.684542,39.536709
312,"117.307928,31.878215",,北一环与胜利路交口西50米中星城3号楼,瑶海区,合肥市,B0FFIMKHX3,[],观者国际影城(中星城店),安徽省,0551-62631792,体育休闲服务;影剧院;电影院,80601,117.307928,31.878215
313,"115.887209,28.682839",,胜利路263号炫谷青年街3层,东湖区,南昌市,B0FFHK9QHQ,[],完美世界影城(胜利店),江西省,[],体育休闲服务;影剧院;电影院,80601,115.887209,28.682839
314,"117.162086,35.086879",,杏坛中路7号2层,滕州市,枣庄市,B02780R0IK,[],新星国际影城(杏坛路店),山东省,0632-5979000,体育休闲服务;影剧院;电影院,80601,117.162086,35.086879
315,"110.823038,24.836856",,文武路粤华世纪鑫城C栋3层,恭城瑶族自治县,桂林市,B0FFG9OD16,[],梦迪影城,广西壮族自治区,0773-8191937,体育休闲服务;影剧院;电影院,80601,110.823038,24.836856
316,"121.492603,28.764947",,前王路50号,临海市,台州市,B0FFH09GVW,[],时代影城,浙江省,0576-85286161;18767103877,体育休闲服务;影剧院;电影院,80601,121.492603,28.764947
317,"119.475089,29.215936",,捷盛街123号中央广场D区3层,兰溪市,金华市,B0243154VK,[],时代国际影城(山田捷盛中央广场店),浙江省,0579-88831000,体育休闲服务;影剧院;电影院,80601,119.475089,29.215936
318,"116.419377,39.896428",,崇文门外大街40号搜秀城购物广场9层,东城区,北京市,B000A44FAC,[],搜秀影城(搜秀城店),北京市,010-51671299;010-51671298;010-51671226,体育休闲服务;影剧院;电影院,80601,116.419377,39.896428
319,"113.363327,22.934626",,光明南路7号,番禺区,广州市,B001409B24,[],市桥文化中心,广东省,020-84818172;020-84833640,体育休闲服务;影剧院;电影院|科教文化服务;文化宫;文化宫,080601|140800,113.363327,22.934626
320,"119.434725,32.392522",,汶河南路75号工人文化宫,广陵区,扬州市,B0202158SC,[],工人影城(文昌广场店),江苏省,0514-87342531,体育休闲服务;影剧院;电影院,80601,119.434725,32.392522
321,"119.529077,26.659304",,南环路时代百货3层,蕉城区,宁德市,B0251005C7,[],人民影院(时代百货店),福建省,0593-2855238,体育休闲服务;影剧院;电影院,80601,119.529077,26.659304
322,"104.394498,30.849888",,金凤路555号,金堂县,成都市,B0FFGPD6RD,[],恒大影城(金堂店),四川省,028-84901588,体育休闲服务;影剧院;电影院,80601,104.394498,30.849888
323,"121.844383,29.911358",,劳动路6号(近东河路),北仑区,宁波市,B023E07A79,[],北仑影剧院,浙江省,0574-86782021;0574-86874997,体育休闲服务;影剧院;影剧院相关,80600,121.844383,29.911358
324,"119.447299,32.368137",,大润发广场4层,广陵区,扬州市,B0FFILB4VH,[],中影时代华纳影城(奥邦大润发广场),江苏省,0514-82888282,体育休闲服务;影剧院;电影院,80601,119.447299,32.368137
325,"112.978116,28.191670",,城市生活家703,芙蓉区,长沙市,B0FFHCXCP3,[],时光若刻私人影院,湖南省,13170301907,体育休闲服务;影剧院;电影院,80601,112.978116,28.19167
326,"113.542012,22.234339",,九州大道西2023号13-101,香洲区,珠海市,B0FFG0KGF2,[],英皇·UA电影城(白合街),广东省,0756-8996129;4006384638,体育休闲服务;影剧院;电影院,80601,113.542012,22.234339
327,"113.913696,22.540707",,前海路3101-90号前海天虹6层,南山区,深圳市,B0FFHBVFTA,[],汉鼎宇佑影城(星海名城店),广东省,0755-86933999;0755-86571050,体育休闲服务;影剧院;电影院,80601,113.913696,22.540707
328,"114.231962,22.551013",,沙头角街道官下路63号瀚海东岸4层401,盐田区,深圳市,B0FFGCUWIB,[],冷杉欢腾影城(深圳店),广东省,0755-25251880,体育休闲服务;影剧院;电影院,80601,114.231962,22.551013
329,"120.164973,30.243774",,延安路98号银泰百货F5层,上城区,杭州市,B0FFG58CAX,[],海上明珠国际影城(银泰百货),浙江省,0571-87002038,体育休闲服务;影剧院;电影院,80601,120.164973,30.243774
330,"113.985292,22.534482",,华侨城光侨街1号华夏艺术中心1-4层,南山区,深圳市,B02F37V2ON,[],华夏艺术中心数码影院,广东省,0755-26602414;0755-26925674;0755-26604352,体育休闲服务;影剧院;电影院,80601,113.985292,22.534482
331,"120.347167,30.316207",,文泽路99号福雷德广场B1层,江干区,杭州市,B023B14KJ6,[],新远下沙影城(福雷德广场店),浙江省,0571-88285470,体育休闲服务;影剧院;电影院,80601,120.347167,30.316207
332,"120.164647,30.277497",,中山北路581号西湖文化广场C区8号,下城区,杭州市,B023B14BCH,[],新远国际影城(文化广场店),浙江省,0571-85001088;0571-85001099,体育休闲服务;影剧院;电影院,80601,120.164647,30.277497
333,"113.339815,23.135612",,天河路625号天娱广场西塔楼5-7层,天河区,广州市,B00140CB8E,[],天河电影城(天娱广场店),广东省,020-87576722;020-87576723,体育休闲服务;影剧院;电影院,80601,113.339815,23.135612
334,"113.337467,22.900964",,沙湾镇大巷涌路63号沙湾文化中心1层,番禺区,广州市,B00141JFE6,[],沙湾影剧院,广东省,020-34737921;020-34731122,体育休闲服务;影剧院;电影院,80601,113.337467,22.900964
335,"121.244856,31.384756",,城中路138号罗宾森购物广场F4层S4-15-16,嘉定区,上海市,B00155LTO4,[],大地影院(罗宾森广场店),上海市,021-59929830;021-59929820,体育休闲服务;影剧院;电影院,80601,121.244856,31.384756
336,"120.192189,30.342327",,石桥路468号2层,下城区,杭州市,B023B1FF37,[],星际影城(石桥路店),浙江省,0571-28953456,体育休闲服务;影剧院;电影院,80601,120.192189,30.342327
337,"120.905831,31.383352",,玉山镇前进西路1850号,昆山市,苏州市,B02001B0F9,[],保利国际影城(昆山文化艺术中心店),江苏省,0512-55135513;0512-55132388,体育休闲服务;影剧院;电影院,80601,120.905831,31.383352
338,"120.104241,30.943861",,太湖路5000号,吴兴区,湖州市,B0FFGUP0MZ,[],湖州影视城,浙江省,0572-2206000,体育休闲服务;影剧院;电影院,80601,120.104241,30.943861
339,"119.817964,31.363287",,大众路14号,宜兴市,无锡市,B01FE0IBME,[],宜兴影城(文化大厦店),江苏省,0510-87902129;0510-87903652,体育休闲服务;影剧院;电影院,80601,119.817964,31.363287
340,"113.583661,23.159053",,凤凰城星荟商业中心3层,增城区,广州市,B0FFG1WKOA,[],广州飞影国际4K影城(凤凰城店),广东省,020-82886998;13527747590,体育休闲服务;影剧院;电影院,80601,113.583661,23.159053
341,"120.502884,37.641606",,港城大道与南山路交汇处新源购物广场5层,龙口市,烟台市,B02170RZOM,[],利群华艺国际影城(龙口店),山东省,0535-8579866;0535-8579877,体育休闲服务;影剧院;电影院,80601,120.502884,37.641606
342,"119.171698,34.588394",,朝阳西路乐天玛特4层,海州区,连云港市,B0FFFPKM27,[],金典国际数字影城(乐天玛特店),江苏省,0518-81065858;0518-81065959,体育休闲服务;影剧院;电影院,80601,119.171698,34.588394
343,"109.528788,18.222901",,榆亚路136号1号港湾城4层,吉阳区,三亚市,B0FFFEC29K,[],三亚中视国际影城,海南省,0898-88707111;0898-88706111,体育休闲服务;影剧院;电影院,80601,109.528788,18.222901
344,"103.782578,36.065988",,西津东路575号2层,七里河区,兰州市,B03A30BH0R,[],倚能.假日影城(西津东路店),甘肃省,0931-2658615;0931-2666262,体育休闲服务;影剧院;电影院,80601,103.782578,36.065988
345,"120.49099,30.082503",,群贤路1811号(县政府西侧),柯桥区,绍兴市,B023F039XU,[],蓝天国际影城(群贤路店),浙江省,0575-81188222,体育休闲服务;影剧院;电影院,80601,120.49099,30.082503
346,"112.975708,28.184094",,黄兴南路步行街商业街A区3层,天心区,长沙市,B0FFGKE3ZJ,[],百誉影院(步行街店),湖南省,0731-85228383,体育休闲服务;影剧院;电影院,80601,112.975708,28.184094
347,"108.320733,22.814227",,兴宁路步行街59号,兴宁区,南宁市,B03030TLD0,[],金逸影城(步行街店),广西壮族自治区,0771-2825195;0771-2825186,体育休闲服务;影剧院;电影院,80601,108.320733,22.814227
348,"112.975105,28.191195",,黄兴南路445号长沙悦荟广场4层,天心区,长沙市,B02DB05X8U,[],万达影城(长沙解放路悦荟广场店),湖南省,0731-82239608;4000806060,体育休闲服务;影剧院;电影院,80601,112.975105,28.191195
349,"112.975843,28.193174",,黄兴中路27号王府井百货10层,天心区,长沙市,B02DB03R77,[],横店电影城(王府井店),湖南省,0731-82249400;0731-84416888;0731-82249407,体育休闲服务;影剧院;电影院,80601,112.975843,28.193174
350,"118.178333,39.651704",,建设北路29号,路北区,唐山市,B013B0354T,[],燕山影剧院,河北省,0315-2824395,体育休闲服务;影剧院;影剧院相关,80600,118.178333,39.651704
351,"120.684718,27.980671",,温州老火车站大楼西首1-2层,鹿城区,温州市,B02410WN7K,[],鑫乐国际影城(温州站店),浙江省,0577-55583299;0577-55577577,体育休闲服务;影剧院;电影院,80601,120.684718,27.980671
352,"109.503981,18.257195",,解放路668号明珠广场7层,天涯区,三亚市,B038300YVO,[],明珠电影城(明珠广场店),海南省,0898-88338999;0898-88369116,体育休闲服务;影剧院;电影院,80601,109.503981,18.257195
353,"113.645561,34.725649",,大学中路与政通路交叉口东北升龙国际C区3号楼2单元1105室,二七区,郑州市,B0FFGM1A7U,[],大白私人影院(升龙广场店),河南省,18037772137,体育休闲服务;影剧院;电影院,80601,113.645561,34.725649
354,"118.730263,31.992617",,楠溪江东街83号缤润汇购物中心3层,建邺区,南京市,B0FFH8KKSU,[],喜满客影城(缤润汇店),江苏省,025-58833309,体育休闲服务;影剧院;电影院,80601,118.730263,31.992617
355,"110.287851,25.221089",,凯风路90号万福广场1号楼4层,象山区,桂林市,B0FFG40LT2,[],新时代环球影城,广西壮族自治区,0773-7790788;0773-7790929,体育休闲服务;影剧院;电影院,80601,110.287851,25.221089
356,"118.247275,24.669840",,巷西一里4号海峡商贸城2层,翔安区,厦门市,B0FFGPGH5Q,[],维宝国际影城(马巷店),福建省,0592-7099098;0592-7088098,体育休闲服务;影剧院;电影院,80601,118.247275,24.66984
357,"121.012685,31.262391",,千灯镇尚书路上郡广场3号楼2层,昆山市,苏州市,B0FFF5OLYH,[],千影国际影城(上郡广场店),江苏省,0512-57905990,体育休闲服务;影剧院;电影院,80601,121.012685,31.262391
358,"120.612234,30.07875",,世纪东街57号昌民百货4层,越城区,绍兴市,B023F0RJO7,[],世纪电影城(益泉店),浙江省,0575-85086606;0575-85082279;0575-85132279,体育休闲服务;影剧院;电影院,80601,120.612234,30.07875
